Fwy	District	County	City	State PM	Abs PM	Length	ID	Name	Lanes	Type	HOV	Traffic.com ID
I15-S	1	Weber		345.93	345.93	.88	948	SB I-15 @ 150 S - Ogden	3	Mainline	No	34104
I15-S	1	Weber		346.72	346.72	1.15	946	SB I-15 @ 450 N - Ogden	3	Mainline	No	34102
I15-S	1	Weber		348.23	348.23	1.35	944	SB I-15 @ 1800 N - Ogden	3	Mainline	No	34071
I15-S	1	Weber		349.42	349.42	2.691	942	SB I-15 @ 2700 N - Ogden	3	Mainline	No	34067
Legacy Parkway-SR67-N	1	Davis		1.02	1.02	.593	800	NB Legacy Parkway @ Center St	2	Mainline	No	32001
Legacy Parkway-SR67-N	1	Davis		1.64	1.64	.605	802	NB Legacy Parkway @ 900 S	2	Mainline	No	31627
Legacy Parkway-SR67-N	1	Davis		2.23	2.23	.48	804	NB Legacy Parkway @ 900 S	2	Mainline	No	31974
Legacy Parkway-SR67-N	1	Davis		2.60	2.6	.505	806	NB Legacy Parkway @ 2425 S	2	Mainline	No	31628
Legacy Parkway-SR67-N	1	Davis		3.24	3.24	.645	808	NB Legacy Parkway @ 2050 S	2	Mainline	No	34163
Legacy Parkway-SR67-N	1	Davis		3.89	3.89	.54	810	NB Legacy Parkway @ 500 S	2	Mainline	No	31968
Legacy Parkway-SR67-N	1	Davis		3.89	3.89		2810	NB Legacy Parkway @ 500 S	1	Off Ramp	No	32024
Legacy Parkway-SR67-N	1	Davis		4.32	4.32	.47	812	NB Legacy Parkway @ 500 S	2	Mainline	No	31981
Legacy Parkway-SR67-N	1	Davis		4.32	4.32		1812	NB Legacy Parkway @ 500 S	1	On Ramp	No	32021
Legacy Parkway-SR67-N	1	Davis		4.83	4.83	.61	814	NB Legacy Parkway @ 1200 N	2	Mainline	No	31629
Legacy Parkway-SR67-N	1	Davis		5.54	5.54	.625	818	NB Legacy Parkway @1200 N	2	Mainline	No	31982
Legacy Parkway-SR67-N	1	Davis		6.06	6.06		1828	NB Legacy Parkway @ Parrish LN	2	On Ramp	No	32044
Legacy Parkway-SR67-N	1	Davis		6.08	6.08	.575	820	NB Legacy Parkway @ Pages LN	2	Mainline	No	32003
Legacy Parkway-SR67-N	1	Davis		6.69	6.69	.5	822	NB Legacy Parkway @ Pages LN	2	Mainline	No	32004
Legacy Parkway-SR67-N	1	Davis		7.08	7.08	.295	824	NB Legacy Parkway @ Parrish LN	2	Mainline	No	31969
Legacy Parkway-SR67-N	1	Davis		7.28	7.28		2826	NB Legacy Parkway @ Parrish LN	1	Off Ramp	No	32025
Legacy Parkway-SR67-N	1	Davis		7.28	7.28	.355	826	NB Legacy Parkway @ Parrish LN	2	Mainline	No	31983
Legacy Parkway-SR67-N	1	Davis		7.79	7.79	.295	830	NB Legacy Parkway @ Parrish LN	2	Mainline	No	31970
Legacy Parkway-SR67-N	1	Davis		7.79	7.79		1830	NB Legacy Parkway	1	On Ramp	No	32022
Legacy Parkway-SR67-N	1	Davis		7.87	7.87	.285	832	NB Legacy Parkway @ 1250 Frontag	2	Mainline	No	31971
Legacy Parkway-SR67-N	1	Davis		8.36	8.36	.67	834	NB Legacy Parkway @ 1250 Frontag	2	Mainline	No	31972
Legacy Parkway-SR67-N	1	Davis		9.21	9.21	.76	836	NB Legacy Parkway @ 1250 Frontag	2	Mainline	No	32005
Legacy Parkway-SR67-N	1	Davis		9.88	9.88	.675	838	NB Legacy Parkway @ Glovers LN	2	Mainline	No	31973
Legacy Parkway-SR67-N	1	Davis		10.56	10.56	.775	840	NB Legacy Parkway @ Glovers LN	2	Mainline	No	32006
Legacy Parkway-SR67-N	1	Davis		11.43	11.43	.87	842	NB Legacy Parkway @ 250 S	3	Mainline	No	32015
Legacy Parkway-SR67-N	1	Davis		12.30	12.3	2.935	844	NB Legacy Parkway @ Park LN	2	Mainline	No	32016
Legacy Parkway-SR67-N	1	Davis		12.39	12.39		850	NB Legacy Parkway @ Park LN	2	Fwy-Fwy	No	31985
Legacy Parkway-SR67-S	1	Davis		1.02	1.02	.594	898	SB Legacy Parkway @ Center St	2	Mainline	No	32043
Legacy Parkway-SR67-S	1	Davis		1.64	1.64	.6	896	SB Legacy Parkway @ 900 S	2	Mainline	No	32042
Legacy Parkway-SR67-S	1	Davis		2.22	2.22	.48	894	SB Legacy Parkway @ 900 S	2	Mainline	No	32062
Legacy Parkway-SR67-S	1	Davis		2.60	2.6	.51	892	SB Legacy Parkway @ 2425 S	2	Mainline	No	32081
Legacy Parkway-SR67-S	1	Davis		3.24	3.24	.65	890	SB Legacy Parkway @ 2050 S	2	Mainline	No	32041
Legacy Parkway-SR67-S	1	Davis		3.90	3.9		1888	SB Legacy Parkway @ 500 S	1	On Ramp	No	32023
Legacy Parkway-SR67-S	1	Davis		3.90	3.9	.525	888	SB Legacy Parkway @ 500 S	2	Mainline	No	32080
Legacy Parkway-SR67-S	1	Davis		4.29	4.29		2886	SB Legacy Parkway @ 500 S	1	Off Ramp	No	32026
Legacy Parkway-SR67-S	1	Davis		4.29	4.29	.45	886	SB Legacy Parkway @ 500 S	2	Mainline	No	32079
Legacy Parkway-SR67-S	1	Davis		4.80	4.8	.625	884	SB Legacy Parkway @ 1200 N	2	Mainline	No	32078
Legacy Parkway-SR67-S	1	Davis		5.54	5.54	.64	880	SB Legacy Parkway @ 1200 N	2	Mainline	No	32040
Legacy Parkway-SR67-S	1	Davis		6.08	6.08	.575	878	SB Legacy Parkway @ Pages LN	2	Mainline	No	32039
Legacy Parkway-SR67-S	1	Davis		6.69	6.69	.5	876	SB Legacy Parkway @ Pages LN	2	Mainline	No	32020
Legacy Parkway-SR67-S	1	Davis		7.08	7.08	.295	874	SB Legacy Parkway @ Parrish LN	2	Mainline	No	32019
Legacy Parkway-SR67-S	1	Davis		7.28	7.28		1872	SB Legacy Parkway @ Parrish LN	1	On Ramp	No	32098
Legacy Parkway-SR67-S	1	Davis		7.28	7.28	.35	872	SB Legacy Parkway @ Parrish LN	2	Mainline	No	32077
